,label,judul_clean,narasi_clean
2678,1,pria melempar laptop membant televisi menonton wawancara najwa presiden jokowi,tahan emosi bpkjangan bpk tidak menahan emosi bpk kalau yang rugi
2679,1,ketahuan melindungi tka cina bravo tni tembak mati penghinat bangsa,nya ketahuan melindungi tka cina bravo tni tembak mati penghinat bangsa
2680,1,surat imbauan dink kota batam perusahaan menyediakan apd,menindak lanjuti himbauan kementerian ketenagakerjaan ri kewenangan gubernurw kotabupati perusahaanperusahaan upaya pencegahan penyebaran penanganan terkait wabah covid lingkungan kerja pembinaan pengawasan pelaksanaan peraturan perundangundangan bidang keselamatan kesehatan kerja dina kesehatan kota batam surat himbauan perusahaanperusahaan melengkapi fasilita alat pelindung apd pencegahan wabah covid pembelian penangung lawab penguru dibawah
2681,0,coronaviru khawatir,gejala disebabkan viru wuhan cina penularannya orang orang titik pergi dokter
2682,1,proyek kereta cepat kebanggaan presiden joko widodo hasil utang china triliunan kokoh roboh hasilnya menyedihkansmirk,proyek kereta cepat kebanggaan presiden joko widodo hasil utang china triliunan kokoh roboh hasilnya menyedihkansmirk
2683,1,judul berita tempo mui bermain terompet mercon teriak toot dor kera,mui bermain terompet mercon teriak toot dor kera
2684,1,akun facebook bernama kang rijanto milik bupati blitar,pagi anakanak kominfo ngeshar grup konfirmasi ajudan huma fix akun palsu
2685,1,foto diluar enggak masuk ribuan doang enggak jutaan,diluar enggak masuk ribuan doang enggak jutaan kalo minggu dikit jutaan bedanya
2686,1,gu sholah hadiri gerakan hizib nasion deklarasi dukungan prabowosandi,barisan kyai santri nahdliyin pasuruanjawa timur
2687,0,penjelasan terkait informasi mobil berstik prabowosandi masuk kebun raya bogor,beredar broadscast via whatsapp mobil yang stiker prabowo diperbolehkan masuk kebun raya bogor hoax cc
2688,1,jaman sibelegug kelihatan banget asalan,enggak yang benar jaman sibelegug kelihatan banget asalan
2689,0,charta politika survei nasion simulasi jokowi kah maruf amin prabowo subianto sandiaga uno,data gambar hasil survei nasion mengatasnamakan charta politika beredar whatsapp group hoax mempros hukum
2690,1,ahok menjual buku bantu mako brimob,ahok kumpulkan milyar bantu mako brimob
2691,1,penerapan tilang ecctv depok,ojo lupa teman yang kerja perjlnn kota depok informasi agustu
2692,0,polri bantah kerahkan sniper menjaga veneu asian game,penembak jitu sniper menjaga keamanan venu arena asian game
2693,0,teknik penyebaran hoax ancaman,awa hoax kabar tipuan mematikan
2694,1,polisi buru pemilik akun negringeri pimpinan mca jasmev,hmm jasmev heh mca orisin bentuk enggak pemimpinnya modal hp jadul kuota giga mca tugasnya ngelurusin yang bengkok ngelempengin info ngawur
2695,1,pasca aktifita ranjang wanita cepat hamil konsumsi kentang goreng mcdonald,pakar diet sarah rueven kredibilita mengonsumsi kentang goreng mcdonald aktifita ranjang membantu hamil
2696,0,post baliho hoax pdip ditangkap polisi,rumah tangga berinisi rin ditangkap tim subdit cyber ditreskrimsu polda metro jaya rin ditangkap menyebarkan hoax foto baliho menyudutkan pdip
2697,1,ketemu trump tv hancur,reaksi orangyg ketemu trump tv mereka yang hancur mereka dengan smmarah kesal tapi mmpu berdoa doakan semoga trump lengserkan azab
2698,1,telur meneta manusia,telur meneta manusia
2699,0,yenni wahid pbnu gagal paham kebijakan pemerintah sekolah,sabilillhnet jakarta direktur wahid foundat yenni wahid pegiat pedidikan najeela shihab selasa agustu kantor kemendikbud kedatangan menemui menteri pendidikan kebudayaan muhajir effendi kepentingannya tabayun kebijakan pemerintah perhatian publik sekolah lh
2700,1,acara lomba baca puisi wiji thukul universita pekalongan,beredar poster selebaran lomba baca puisi karya wiji thukul diselenggarakan organisasi mengatasnamakan gerakan pki universita pekalongan
2701,1,thahir pembina brimob,setia piaraan rezim antek china komuni tiongkok setia piaraan rezim berbasi pki jokodog gubernur dki jakarta
2702,1,video warga india diserang serangga beracun,warga india diserang serangga beracun
2703,1,rezim togog bedebah pasilitasi karantina khusu tka siluman china,kenal terpapar covid dirawat lokasi jalan pasir putih ancol
2704,0,pasien positif covid rst latumeten ambon perawatan,pasien positif covid rst latumeten ambon diberitakan meningg dunia ketua gugu tuga percepatan penanganan covid provinsi maluku kasrul selang berita meninggalnya pasien hoak
2705,1,foto perempuan muslim uighur dizalimi doanya memicu azab viru corona,mashaa allah viru corona azab allah swt asbab doa wanita islam oighur dizholimin alkisah pria banglad mimpi bertemu sosok viru corona viru corona bercerita hadir doa wanita islam oighur dizholimin allah swt mengirim mengajab pelakuya
2706,1,rumah sakit kanusojo balikpapan menerima pasien positif viru corona,bismillah info usahakan memakai masker rs kanujoso menerima pasien positif corona orang balikpapan china berita akurat
2707,1,video restoran menyajikan dage manusia pelanggannya,mengerikkan restoran menyajikan dage manusia pelanggannya
2708,1,video pembukaan gereja katolik arab dihadiri raja salman,pembukaan gereja katolik arab dihadiri raja salman peresmian gereja katholik dubai raja dubai yang mayorita warganya islam toleransi dijunjung indonesia
2709,1,foto yang lingkaran warna biru habib husen bin syihab ayahanda habib riziq syihab,tau sejarah biar tipu yang lingkaran warna biru habib husen bin syihab ayahanda habib riziq syihab yang membantu memproklamatorkan kemerdekaan nkri memperoleh pengakuan kedaulatan negaranegara arab timur
2710,1,bupati banyuangi azwar ana tawarkan lowongan kerja mahar rp juta,bupati banyuangi azwar ana percakapan sang bupati menjanjikan pekerjaan penerima pesan membayar uang
2711,1,penjual bakso mantan intel menyamar,bagyo penjual bakso dulunya adalah intelsers ditugaskan menyelidiki judi gapl dipasar karangturi bagyo menyamar tukang bakso terungkap baksonya lari mani buka cabang pasar ngipik
2712,0,wisata halal danau toba gubernur sumut hoak jelek,percaya hasutan fitnah
2713,1,viralkan berulang ulang nyawa,viralkan berulang ulang nyawa praypraypraypraypraypraypraypraypray
2714,1,foto cuitan saudari islam,saudari hafizah alquran syahid masjid new zealand baruinsidenterori
2715,0,klarifikasi ridwan kamil terkait tudingan bermain kaki,beredar foto gestur finger heart ala korea pesan mengadu domba
2716,1,petuga oper tipu pengguna jalan tol,yang suka tol info copa hati penguna etol card tol jorr
2717,1,bayi selamat korban lion air juta,bayi selamat korban lion air juta kiriman dari teman rsud kerawang
2718,0,klarifikasi ainun baharuddin terkait meme bertuliskan tusuk kak amuki enak,real berani bersumpah allah slogan katakata ajar
2719,1,penggunaan foto meme karya ahok karya ani,silakan kasih penilaian deh
2720,1,mobil mbak neno dibakar,mobil mbak neno dibakar
2721,0,year of live danger last stand,jejak digit kejam and it not funni it not funni indiana jone eksmenhut
2722,1,rezim jokowi radik umat islam,politik rezim jokowi pendukung setianya benci pergerakan umat islam mendukung kepentingan umat islam membongkar konspirasikonspirasi politik menghadang gerakannya
2723,1,alasan presiden jokowi reklamasi diusut uangnya dana mantu anaknya,alasan dibalik jokowi enggak reklamasi diusut uangnya dana mantu anaknya
2724,0,eksperimen mengupa hoax potongan kanker menjauhi bawang putih,eksperimen mengupa hoax potongan kanker menjauhi bawang putih
2725,1,tawuran fbr vs ambon cililitan,tawuran fbr vs ambon cililitan
2726,1,foto jokowi megawati potong tumpeng meja berlambang pki,beredar foto presiden joko widodo mantan presiden megawati soekarnoputri memotong tumpeng meja berlogo pki
2727,1,partai politik informatif versi komisi informasi publik dimuat kompascom,partai politik informatif versi komisi informasi publik dimuat kompascom
2728,1,gibran tantang rocki gerung debat terbuka tvone,gibran tantang rocki gerung debat terbuka tvone
2729,1,foto makam nabi muhammad saw masjid nabawi,subhanallah makam nabi muhammad saw masjid nabawiyang menuliskan amin bagikan foto semoga terkabul doanya dikaruniai keberuntungan rizqi berlimpah berkah berziarah amin ya robbal alamiin
2730,1,video demo amerika pandemik,demo amerika pandemik minggu mayat berglimpangan amerika viru corona gana nyata tidak berarti silakan pikirkan sendiri hikmah demo usah covid
2731,1,pemblokiran aks jalan kerinci bangko,aks kerinci bangko sudah diblokir bdg semoga viru covid cepat amin
2732,1,berkeliaran psbb kota bandung dipukul rotan aparat,psbb kota bandung raya senin jam wib
2733,1,pasien berstatu positif covid wilayah tiban melarikan,hatihati tiban koperasi positif covid blok ruli nama ikhwannudin usia lab positif pasien kooperatif terbuka mohon hatihari ya safeti health rumah pakai masker tiban positif keluarganya dicari info
2734,1,senin maret kota makassar lockdown lokal mencegah penyebaran covid,lockdown lokal mencegah penyebaran covid area makassar senin maret jam bata ketahuipemerintah terkait tni polri menutup jalur aks masuk kota makassar darat udara laut kecuali keperluan medi salamaki
2735,1,ribu tenaga kerja china morowali pengawasan,media ase franc mengungkap ribu tenaga kerja china morowali pengawasan karantina ribu ya didaerah pengkhianatan warga negara php kartu prakerja
2736,0,kerabat zaadit taqwa alami gangguan jiwa jokowi terpilih presiden,kerabat zaadit taqwa alami gangguan jiwa jokowi terpilih presiden syedihhh
2737,1,penemuan sabu nana indonesia,nana illeg isinya sabu yang dikema nana buatan berhasil diamankan bnn mabe polri segini rusak beraninya warga bangsa mengirimkan racun bangsa indonesia jahatnya anak negeri ya allah ya allah hancurkanlah negara menjalimi umat islam indonesia
2738,1,adek armando akt sakit dipanggil polisi,gentelmen akhmad dani ketimbang kodok buduk pengecut adek armando akt benaran sih adek joker panggil polisi langsung sakit doakan yuk sesuka pemirsa rumah biar sih adek joker cepat pulang tpu tanah kusir tpu jeruk purut
2739,1,tiongkok pulau bayar utang ri,tiongkok pulau bayar utang ri ngawur tuh
2740,1,ledakan bensin dere ponsel,kejadian sukoharjo ngisi bensin hp yang jok sepeda berder nada panggil ahirnya buuuuuuom pelajaran untuk
2741,1,pendeta brazil wanita gemuk masuk sorga,indonesia pemuka agama yang mengomong wanita soleha bb nya kg pengikutnya iya iya saja brazil pemuka agama bilang wanita gemuk masuk sorga akibatnya pemuka agama mental mimbar
2742,1,krakatau steel kuasai cina,krakatau steel kuasai cina hancur ekonomi negara
2743,1,nenek pencuri singkong hakim mulia,kisah nenek mencuri singkong kelaparan hakim menangi menjatuhkan voni
2744,1,ulama banten dibacok simpatisan pki,pembunuhan kyai daerah mancak gunung sari pelaku berhasil dihakimi mari kagak ulama kyai
2745,0,klarifikasi terkait perbedaan hasil situng kpu dipindahkan bentuk microsoft excel,hasilnya persentas ditemukan kumparan kpu jokowimaruf angka persen dibulatkan persen prabowosandi dibulatkan persen perolehan suara hasil websit resmi kpu data diambil april uji coba klaim data situng kpu terbalik orang salah satunya akun kesimpulannya sesuai data kpu
2746,1,heboh,heboh period merusak rezim the end
2747,1,aksi geruduk kedub arab saudi bela kalimat tauhid habib rizieq,ayo singa allah geruduk kedutaan saudi mempermalukan habib rizieq lawan aksi intelejen perjuangan istikamah
2748,1,bangga membangun infrastruktur,bangga membangun infrastruktur hitungan detik allah hancurkan bangun ajaklah rakyatmu taat allah allah turunkan keberkahan langit bumi gamal albinsaid
2749,0,klarifikasi video tka china mengukur tanah,kampung tinggal ukur warga china yang tidak berbahasa indonesia
2750,1,pesawat jatuh sidomukti probolinggo jawa timur,pesawat jatuh lokasi sidomukti
2751,1,video meningg banjir akibat sengatan listrik hp,waspada hand phone matikan hand phone disaat juan berdiri genangan air
2752,0,klarifikasi badan kepegawaian negara terkait tersebarnya surat pengangkatan cpn palembang,surat keputusan palsu ileg mencatut nama bukan institusi pelaksana penyelenggaraan seleksi cpn nasion
2753,0,pt dirgantara indonesia dijual ase,pemberitaan pt dirgantara indonesia persero dijual ase menyatakan hoax berita berita bohong berulang
2754,0,hatihati modu phise akun facebook,hatihati modu phise akun facebook
2755,0,bu transjakarta nyangkut akibat perintah,bu transjakarta nyangkut akibat perintah
2756,0,bin keluarkan surat edaran larang bercelana cingkrang berjenggot karyawannya,bin keluarkan surat edaran larang bercelana cingkrang berjenggot karyawannya
2757,0,santri solo pawai obor lawan yang pawai lilin allahu akbar,pawai obor lawan pawai lilin santri solo pawai obor lawan yang pawai lilin allahu akbar
2758,0,foto makan surabaya gnpf mui,foto makan surabaya gnpf mui
2759,1,gubernur papua luka enemb hadir rapat ktt amerika serikat afrika,diamdiam luka enemb bertemu presiden obama as presiden zimbia kota washington
2760,1,flu pandem photo,flu pandem photo
2761,1,ir soekarno jender soedirman abdurrahman baswedan kakek ani baswedan,ir soekarno jender soedirman almarhum abdurrahman baswedan kakek ani baswedan lahir surabaya septemb meningg jakarta maret putra awad umar baswedan khadjijah badid anggota badan penyelidik usahausaha persiapan kemerdekaan indonesia bpupki panta cucunya hebat keluarga orang hebat note seriu nih tau kakek nya jokowi ahoklbp dimana
2762,1,video jokowi akui gagal presiden serahkan jabatan presiden prabowo,jokowi akui gagal presiden serahkan jabatan presiden prabowo
2763,1,ini the film captain america captain steve wake up ini modern time and you can sih the corona viru,ini the captain america captain steve wake up ini modern time and you can sih the corona viru repost marvelk follow me for more blackpan endgam
2764,1,senjata untuk membantai pribumi,senjata untuk membantai pribumi dimohonkan rakyat pribumi dimanapun untuk siaga tingkat tinggiagar tni kewalahan menghadapi china
2765,1,foto berisi poinpoin aturan pembatasan kegiatan masyarakat denpasar,diperhatikan masyarakat memasuki wilayah denpasar terkait pelaksanaan pembatasan kegiatan masyarakat wilayah denpasar pemantauan penindakan dilaksanakan tahap
2766,1,pasar tanah abang tutup,jakarta maret menyikapi merebaknya wabah viru corona covid indonesia dki jakarta sesuai instruksi gubernur provinsi dki jakarta sore mencegah upaya preventif penyebaran viru corona covid menutup minggu pasar region tanah abang
2767,1,luhut menteri indonesia dube khusu china indonesia tulisan akbar tandjung,disaat umat marah china melanggar bata kedaulatan negara disaat upaya maksim dipersiapkan menghalau eksistensi kapal kedaulatan china perairan indonesia selat natuna luhut binsar panjaitan jusrtu menganggap remeh prote marah china luhut negara marah negaranya
2768,1,polda yogyakarta leas pelelangan mobil kredit macet,awa penipuan memasang iklan gambar postingan pastikan penipuan polda yogyakarta beserta jajaran leas iklan dituli lese pelelangan mobil kredit macet
2769,1,pemakaian perhiasan ema bayi berbahaya partikel ema menembu kulit,perhiasan ema bayi segi analisa medispara ahli kesimpulan atom ema menembu kulit merasuk darah manusia bayibayi ema meningkatkan presentas atom ema darah air seni diluar bata gejala migrasi ema
2770,1,pesan berantai catut disdukcapil bandung,pemudapemudi mengata namakan universitasperguruan untuk ktp dengan alasan bahan skripsi orang memfoto ktp diijinkan foto ktp peminjaman onlin
2771,1,video wanita tersentuh kuasa roh kudu panik pesawat cayman airway,wanita tersentuh kuasa roh kudu pagi tepatsetelah pesawat dari dubai jamaikadia melompat berteriakyesu yesu yesu penerbangan tunda jam membawa wanita turun dari pesawat kapten penerbangan memperhatikanbahwa pesawat memiliki mesin yang seriu
2772,0,video petuga kpp coblosi kerta suara halmahera beredar,ampunilah komision id ya allah
2773,1,meme bj habibi lawan berat prabowo jokowi tapi kecurangan,lawan berat prabowo jokowi tapi kecurangan
2774,1,penganugerahan gelar reformasi amien rai ui,undangan terbuka penganugerahan gelar reformasi indonesia takkan balairiung universita indonesia ahad mei hasan bagaimana
2775,1,mobil jokowi masuk got,got nyungsepnya got
2776,1,screenshot foto tsamara amani ajakan akun media sosial bernama projo dukung jokowi dibantu ileg,bocooorbocoooor
2777,1,teriak jokowi period lelaki dihajar warga bonyok deh,cebong enggak tau sikon tau rakyat kesulitan antri beli ga eeeeeee sih cebong promosi teriak jokowi period menit teriakteriak mukanya sih cebong sudah bonyok deeehhh tidakbutuhjanji
2778,1,pembangunan gereja terbesar asia tenggara kabupaten tangerang,pembangunan gereja sekolah keristen terbesar asia tenggara sok hayang seuriiii sudah ngadengena gih saha sih panitia pembangunan jeng penyelenggarana saha sih oknum oknum nu terlibat jerona puguh indonesia mayorita agama islam nanaonan ngabangun gereja penduduk islam dewan pemerintah kabupaten tangerang angkat bicara henteu ieu
2779,0,klarifikasi terkait pesta budaya tabuik beraliran syiah,berhatihatilah tradisi tabuik pariaman tradisi syiah mari berbaur didalamnya dosa allah subhanahu wa taala menghadirimeramaikan acara tabuik pariaman tradisi syiah dijadikan adatistiadat turun temurun
2780,1,maaf foto ditutup dilarang aurat,ikuti orang pesimi yang meremehkan kemampuan atletnya orang pesimi berjuang menyingkirkan pesa volum kardu prestasi
2781,1,baca caption cebong gagal foku,baca caption cebong gagal foku bhaahahahaha analisi admin pengalihan isu teriak admin fitnah penggiringan opini provok dll analisi admin selamat tuduhan berbalik bnpt deh mengaku tuh pengalihan isu bahahaha dungu link berita
2782,0,xiami jualan hp komunism,xiaomi menerapkan faham komuni mengharamkan keuntungan diata penjualan ponselnya
2783,1,gu mu tulisan membela puisi sukmawati soekarnoputri,hilangnya akal sehat sedih banget perilaku pengguna media sosial kecepatan jempol beraksi seband kecepatan berpikir otaknya mudahnya klik tombol share bagikan berpikirulang dibagikan hoax contoh mutakhir postingan puisi sukmawati mencatut nama abah gu musa mustofa bisri
2784,0,pernyataan kepala bssn maaf bangga,dianggap kesalahan ya maaf niat enggak
2785,1,pantauan udara zikir ustad abdul somad,pantauan udara zikir ustad abdul somad
2786,0,ya ampun jokowi difitnah,ya ampun jokowi difitnah
2787,1,bocah kena gangguan jiwa le,share group orang tua bocah kena gangguan jiwa le
2788,1,gubernur sulsel mendukung gerakan matikan lilin,gubernur sulsel mendukung gerakan matikan lilin
2789,1,tni mengancam polri,berita polisi tolong polisi tni imbangi karena pertahanan keamanan ahli berperang ahli meninda masyarakat
2790,1,rush money perbankan,gerakan penarikan uang besarbesaran serentak industri perbankan rush money terbukti kebenarannya media sosial menyebar ajakan rush moneypada jumat
2791,1,tiongkok produksi kornet berbahan tubuh manusia,pleas send thi tapi all your contact it veri import chines peopl have start produc coorn beef with their dead bodi and send them tapi africa pleas stay away from coorn beef irrespet of brand most especi ini africa and from afroasian groceri shop
2792,0,waspada es teh campur limbah mona,waspada es teh campur limbah mona
2793,1,lab rs angkatan laut daftar minuman berbahaya,postingan gambar surat lembaga penanggulangan sel karsinogen indonesia surat nama minuman disinyalir berbahaya
2794,1,jokowi silver button mencapai covid,selamat jokowi knya
2795,1,pesan berantai imbauan kepolisian hacker penyebar video pornografi,kepolisian negara republik indonesia menghibau masyarakat indonesia waspada berhati hati perhatian pengguna facebook wa tv one mengeluarkan berita hacker masuk facebook wa menempatkan video sek memakai nama teman teman mengetahuinya orang olah yang mempublikasikannya menerima video barangkali nama
2796,1,pelintiran kontek tulisan orang ketiga bernama aidit,terpel kursi kaget pemuda sint menikah denganku ucapku tertawa menganggap perkataan candaan pemuda mohammad hatta tuka
2797,1,akun facebook eko frananda prajurit tni ada,akun eko frananda menuliskan foto profil menuliskan anggota tni ada
2798,1,begal beraksi jalan nangka denpasar,partner korban begal melintasi jalan nangka distop oknum berpakaian pecalang orang stbt mengaku intel korban diajak banjar diajak bangjar diajak kelil jalan teuku umar
2799,1,pesan berantai orang penjual dage yang positif covid pasar cileungsi lagi test swab massal,teman yang tinggal cileungsiklo pasar cileungsi dulu orang penjual dage yang positif covid pasar cileungsi lagi test swab massal hoax ya teman teman
2800,1,psbb malang raya tanggal mei,malang raya psbb jumat tanggal mei salah aturan mobil duduk bersebelahan kalo istri
2801,1,wanita hamil gerhana matahari,rumah wanita hamil gerhana matahari diyakini memengaruhi kesehatan janin bayi dilahirkan tanda merah tubuhnya efek gerhana matahari
2802,1,video kerupuk crispi cracker mudah terbakar,hatihati cemilan seharihari bapakbapak membuktikannya
2803,1,foto ahok berseragam pertamina,dapat foto salah grup whatsapp kalimat sumber beliau siang fit seragam info valid
2804,1,menhan prabowo panglima menertibkan orma berpakaian uniform tni,menhan prabowo panglima menertibkan orma berpakaian uniform tni sesuai undangundang nomor pasal
2805,1,rusia islam menggema tentara kalamullah lantunkan,rusia islam menggema tentara kalamullah lantunkan subhanallah
2806,1,kapolri masyarakat tembak,masyarakat tembak tembak pakai senjata beli uang masyarakat
2807,1,media sosial aplikasi pesan dipantau dimasa tenang pemilu,besok berlaku minggu tenang panggilan dicatat rekaman panggilan telepon tersimpan whatsapp dipantau twitter dipantau facebook dipantau
2808,1,beba acungkan jari,polisi netral beba acungkan jari pegawai honor dipecathanya gara gara acungkan salam polisinya dipecat
2809,0,viral foto tebe uluwatu bali retak pengelola klarifikasi,manaj pengelola objek wisata kawasan pura uluwatu wayan wijana lihat lapangan kondisi sesuai foto viral
2810,1,syekh ali jaber merapat jokowi alumni pana dingin,portal dare syekh ali jaber merapat jokowi alumni pana dingin
2811,0,penjelasan polresta surabaya ketua front mahasiswa nasion surabaya terkait informasi mahasiswa nonpapua hilang pasca penggerebekan,kawan arifin fachri fmn hilang penggrebekan penangkapan aparat kepolisian surabaya asrama papua surabaya penangkapan asrama mahasiswa papua semalam orang nonpapua nama fahri arifin bersolidarita dikabarkan hilang saksi polisi diseret dipisahkan barisan mahasiswa papua kabar
2812,1,mahasiswa bergerak berdemo jakarta,mahasiswa bergerak berdemo pekanbaru medan lampung jambi jakarta
2813,1,prabowo subianto sandiaga uno daftar nama susunan menteri kabinet,foku komposisi tim suks program pemenangan pilpr ketua dpp gerindra sodik mujahid sabtu
2814,1,berita media dare deutsch well berjudul indonesia didera gelombang pana mematikan,waspada
2815,0,parlemen singapura belajar antihoak indonesia,parlemen singapura belajar antihoak indonesia februari wib ilustrasimetrotvnewscomm rizal jakarta kedutaan singapura indonesia masukan masyarakat antifitnah indonesia mafindo menghentikan penyebaran hoak berita bohong singapura resah penyebaran hoak
2816,1,pemerintah kota surabaya menggelar seleksi penerimaan cpn,penerimaan cpn diumumkan sesuai mekanism prosedur berdasarkan ketentuan perundangundangan berlaku
2817,0,sebar kabar palsu pakai nama muhammadiyah,sebar kabar palsu pakai nama muhammadiyah
2818,1,ustaz cimahi menghilang pasca salat subuh,assalamualaykum hilang ustadz daerah cimuncang cimahi selatan bernama ustadz jajang sudah menghilang modusnya orang menjemput sholat shubuh mengaji pulang hp nya hubungi sumber shoheh haji ijaji maje arrohah cimahi
2819,1,pasukan berani mati fpi palestina,alhamdulillah pasukan berani mati fpi palestina takbir allahu akbar
2820,1,surat pengangkatan cpn,komisi ii dpr ri badan kepegawaian negara bukan validasi verifikasi instansi pemerintahan pengangkatan pn formasi yth kepala badan kepegawaian negara ri berdasarkan perubahan undangundang nomor aparat sipil negara peraturan pemerintah no jo peraturan pemerintah no jo pp nomor perubahan peraturan pemerintah nomor pengaduan pn payung hukum penuntasan kategori ajukan presiden ri mohon arahan petunjuknya
2821,1,budi waseso nyalon pilgub sumut pdip,mengerucut nama calon calon pilgub pulau jawa dpp konsentrasi nya sumut hangat berhembu kabar budi waseso kepala bnn mendaftarkan berkomunikasi inten dpp pdip berwarna pilgubsu
2822,1,abimanyu foto mesra umi pipik sunu rekayasa,abimanyu foto mesra umi pipik sunu rekayasa
2823,1,menampak perut ikan sejeni telur ikan dalam gambar,perhatian penggemar makanan laut menampak perut ikan sejeni telur ikan dalam gambar tolong makan racun telur ikan tumor cancer ikanakibat logam beratjgn dianggap telor ikan dimakan tolong sebar info
2824,1,halt sukoharjo paluarit,halt sukoharjo paluarit lapor tni ri
2825,1,pemilik akun warung indomi abang adek lontarkan komentar rasi mensyukuri bom kampung melayu,pemilik akun warung indomi abang adek lontarkan komentar rasi mensyukuri bom kampung melayu
2826,1,suku baduy menuntut ahok dipenjara,rakyat baduy kejaksaan banten menuntut hukuman ahok penjara
2827,1,tim kampany ahok bagibagi uang atm,ahok bagibagi atm kemarin memilih ahok pilkada syarat bawa ktp bukti nyoblosmilih ahok
2828,0,pembelian lahan sumber wara dibayar tunai,pembelian lahan sumber wara dibayar tunai
2829,1,video berita popul nadiem makarim mendikbud mndurberita terkininew,berita popul nadiem makarim mendikbud mndurberita terkininew
2830,1,pria diwajibkan beristri diusir indonesia,aturan
2831,1,ayo tarik uang rame atm bank,ubah naga cace ayo tarik uang simpanan bang ase aseng pemerintah kedaulatan rakyat menang melawan kecurangan kezaliman uang segelintir pemod kapitali merusak bangsa negara bangsa indonesia bangkit melawan komuni kapitali ayo ramairamai atm bank tarik uang ambil uang belikan logam ema simpan ditempat yang aman situasi sulit uang diambil ayo tarik uang bank ayo tarik uang
2832,1,hidayat nur wahid akui pk menganut asa pancasila,perhatikan ideolog pk univers pki memiliki jaringan negeri anut bertolak ideolog pancasila
2833,1,sm kode voucher game onlin indomaret,indomaret nomor telepon dirahasiakan terima kasih berbelanja indomaret kode voucher pesan game coin zpmrxobhkvql aktifkan kode voucher whatsapp bala pesan menyapa indomaret biaya
2834,1,warga puruk cahu murung raya desa mangkuhui positif covid kabur,warga puruk cahu murung raya desa mangkuhui positif covid kabur
2835,1,merauk lintang kemuku,merauk jam an tanggal mei semoga lintang kemuku
2836,1,senjata biolog video bukti tentara as sebar corona bu wuhan,senjata biolog video bukti tentara as sebar corona bu wuhan
2837,1,kemenag menghapu kurikulum pendidikan agama madrasah khilafah jihad,entah apa lah maksud pemerintah kok agama diutak atik seenak saja
2838,1,foto wanita pengikut isi bangga memengg kepala umat allah,wanita pengikut isi yang bangganya memengg kepala umat allah dengan mengata namakan karena perintah allah benar sakit parah mental menerima lainya yang terkena viru terrori kejam
2839,1,serangga menyebabkan tubuh berlubang sakit disentuh,perhatian untuk anggota infoan kesemua keluarga kerabat serangga foto sekalikali menyentuhnya thailand ditemukan serangga myanmar ditemukandan masuk indonesia yang menyentuh serangga tangannya foto sakit ditemukan obatnya
2840,1,tabir kebenaran terbuka pengakuan jika,pengakuan jujur jusuf kalla keberhasilan joko widodo mengelolah negara indonesia perlahan lolo beban utang peninggalan era soeharto surabaya indonesia menanggung utang rp triliun dalih subsidi memperkaya koncokonconya silakan membaca tulisan selesai paham indonesia perlahan negara hebat asia kurun era joko widodo
2841,1,jokowi tersinggung rakyat matikan tv pelantikan,kejanggalan bergejolak kaget mendengar rakyat mengajak publik mematikan tv disaat dilantik jokowi senyum
2842,1,voucher makan grati promo hut kfc,makanan grati kfc
2843,1,gubernur sumut edi rahmayadi serukan jihad revolusi rezim busuk,gubernur nyali tanah sumatera teriakan revolusi lantang beliau rezim yang zalim mari guru mengaji habaid panggilan jihad tni menentukan sikap yang polisi keluarga yang menjaga mahasiswa yang kutu buku selamat tinggal
2844,1,polisi foto mahasiswa papua surabaya tewa dipukuli hoak,hoax
2845,1,surat undangan bimbingan tekni pelaku usaha bpom,bimbingan tekni obat makanan bergizi pelaku usaha
2846,0,spp smasmk grati jawa timur,program ibunda gubernur jawa timur pembebasan spp
2847,1,postingan akun facebook neno warisman prabowo rasul allah swt,prabowo rasul allah swt muslim wajib memilih nya masuk surga
2848,1,kerta suara pemilu dibakar sampah kecurangan didiamkan dilindungi aparat pejabat,parahhh sadisss brutall kerta suara pemilu sampau dibakar membakar sampah kecurangan didiamkan dilindungi aparat pejabat indonesia nasib aparat pejabat
2849,1,tka cina bandara kalsel memakai seragam tentara,laporan teman kalsel kedatangan tka cina tka cina bandara kalsel terang terangan memakai seragam tentara
2850,1,puji pidato prabowo erdogan soekarno muncul indonesia,sesi wawancara resmi erdogan memuji prabowo soekarno soekarno muncul indonesia erdogan nama sosok diyakini pujian prabowo subianto pidatonya trend topic medso
2851,1,institut pencegahan kanker mengumumkan rank sayuran anti kanker,institut pencegahan kanker mengumumkan rank sayuran anti kanker
2852,1,bendera china dikibarkan indonesia tanda negara dijajah aseng,astagfirullah bendera cina dikibarkan paskibra lagu kebangsaan cina dinyanyikan negara bukti negara dijajah aseng
2853,1,foto formasi umm,mahasiswa universita muhammadiyah malang umm koreografi membentuk gambar peta indonesia
2854,1,ditjen imigrasi bantah indonesia keluarkan visa israel,ketiadaan hubungan diplomatik israel mengajukan visa israel indonesia agenc dibentuk biaya dokumen berlaku perpanjangan dikenakan biaya
2855,0,diserang netizen ditud sebar berita hoax ari untung hapu postingannya,diserang netizen ditud sebar berita hoax ari untung hapu postingannya
2856,0,bahrun mantan fpi pindah banser nu foto ahok,yang mengaku mantan fpi cebong ahok ngoahahaha
